Class,Email
Documents,['documents downloading I have had <NUMBER> customers call to say they would not download their documents Just keeps spinning <NUMBER> <NUMBER> <COMPANY> Please can you look into this <NAME> <NAME> <NUMBER> <NUMBER> <EMAIL>']
Documents,['FW Please Generate Documents for OSS Project <NUMBER> ref Sorry to bother you However the documents for this quotation are still not generating Do I need to reproduce the full quotation <NAME>']
Documents,['cannot generate quote I have processed this and need to generate the quote but can only generate the customer spec projects <NUMBER> revisions <NUMBER> Please look into this']
Documents,['Project Id <NUMBER> Just to follow up our conversation just now the customer is having trouble generating the quotation and when I went on to do the same it stated an error has occurred I said id give the customer a call as soon as weve sorted the issue']
Documents,['Generating Documents Please can you generate the documents for OSS Project <NUMBER> ref <NAME> The customer cannot download these and I have just tried as well <NAME> <NAME>']
Documents,['OSS team I am having trouble downloading my quote document from OSS I am aware that it is a large quote but I have given it over an <TIME> and I still cannot download the doc Easi quote <NUMBER> <NUMBER> <EMAIL> <NUMBER> <NUMBER>']
Documents,['FW <COMPANY> quoting OSS issues Please can you generate the documents for OSS Project <NUMBER> The customer produced this however an error is showing whenever he tries to generate the documents I have just tried generating the documents from our side and it is also not working <NAME> <NAME>']
Documents,['OSS team I am having trouble downloading my quote document from OSS I am aware that it is a large quote but I have given it over an <TIME> and I still cannot download the doc Easi quote <NUMBER> <NUMBER> <EMAIL> <NUMBER> <NUMBER>']
Documents,['Project <NUMBER> Can you please take a look at the above project it doesnt generate any docs but I also need to add more <PRODUCT> <NAME>']
Documents,['project <NUMBER> Can you please generate the documents for project <NUMBER> <NAME>']
Documents,['Project <NUMBER> Cant get Documents I have raised this quote in Oss but I can get the documents download Could you please download the quote and the Customer spec please <NAME>']
Documents,['<NUMBER> another quote that does not generate Hey Above quote wont generate for the customer he advised he cannot wait till tomorrow for it is there another way to download it <NAME> <NAME>']
Documents,['Quote will not down load projects <NUMBER> revisions <NUMBER> <NUMBER> <NUMBER>']
Documents,['OSS team I am having trouble downloading my quote document from OSS I am aware that it is a large quote but I have given it over an <TIME> and I still cannot download the doc Easi quote <NUMBER> <NUMBER> <EMAIL> <NUMBER> <NUMBER>']
Documents,['FW <COMPANY> quoting OSS issues Please can you generate the documents for OSS Project <NUMBER> The customer produced this however an error is showing whenever he tries to generate the documents I have just tried generating the documents from our side and it is also not working <NAME> <NAME>']
Documents,['OSS Issue Team I have made several attempts to download my quote from OSS and still cannot It just keeps spinning and generating documents Easi quote <NUMBER> <NUMBER> Please help <EMAIL> <NUMBER> <NUMBER>']
Documents,['project <NUMBER> Can you please generate documents for oss project <NUMBER> <NAME>']
Documents,['Project <NUMBER> Can you please take a look at the above project it doesnt generate any docs but I also need to add more <PRODUCT> <NAME>']
Documents,['<NUMBER> another quote that does not generate Hey Above quote wont generate for the customer he advised he cannot wait till tomorrow for it is there another way to download it <NAME> <NAME>']
Documents,['<NUMBER> Quote wont download Please could you take a look at this ticket when you have time tomorrow projects <NUMBER> revisions <NUMBER> OSS will not generate documents for this quote']
Documents,['<NUMBER> Quote wont download Please could you take a look at this ticket when you have time tomorrow projects <NUMBER> revisions <NUMBER> OSS will not generate documents for this quote']
Documents,['OSS team I am having trouble downloading my quote document from OSS I am aware that it is a large quote but I have given it over an <TIME> and I still cannot download the doc Easi quote <NUMBER> <NUMBER> <EMAIL> <NUMBER> <NUMBER>']
Documents,['Generating Documents Please can you generate the documents for OSS Project <NUMBER> ref <NAME> The customer cannot download these and I have just tried as well <NAME> <NAME>']
Documents,['Project <NUMBER> Cant get Documents I have raised this quote in Oss but I can get the documents download Could you please download the quote and the Customer spec please <NAME>']
Documents,['Error Generating Documents on OSS Good afternoon Please can someone look into this The customer requires the glass sizes this afternoon so needs to generate the quote document however an error is coming up and then the documents never load I have done the same thing below to show what happens I look forward to hearing from you shortly <NAME> <NAME>']
Documents,['Project Id <NUMBER> Just to follow up our conversation just now the customer is having trouble generating the quotation and when I went on to do the same it stated an error has occurred I said id give the customer a call as soon as weve sorted the issue']
Documents,['FW Is someone able to generate this for me please Project ID <NUMBER> <NAME>']
Documents,['<NUMBER> Quote wont download Please could you take a look at this ticket when you have time tomorrow projects <NUMBER> revisions <NUMBER> OSS will not generate documents for this quote']
Documents,['FW Error Generating Documents on OSS Apologies the OSS project number is <NUMBER> referenced <NAME> Phase <NUMBER> The customer is <COMPANY> <NAME>']
Documents,['documents downloading I have had <NUMBER> customers call to say they would not download their documents Just keeps spinning <NUMBER> <NUMBER> <COMPANY> Please can you look into this <NAME> <NAME> <NUMBER> <NUMBER> <EMAIL>']
Documents,['OSS team I am having trouble downloading my quote document from OSS I am aware that it is a large quote but I have given it over an <TIME> and I still cannot download the doc Easi quote <NUMBER> <NUMBER> <EMAIL> <NUMBER> <NUMBER>']
